dimension_1,value_1,dimension_2,value_2,bets,wins,losses,pushes,win_rate,profit_units,roi,avg_line,avg_projection,avg_projection_minus_line,avg_recommended_probability,avg_recommended_ev_percent,avg_bet_odds,avg_raw_edge,avg_projection_edge,avg_absolute_projection_edge,roi_standard_error,roi_ci_95_low,roi_ci_95_high,roi_x_sqrt_n,conservative_score,ranking_note
side,over,line_bucket,3.5,69,29,40,0,0.42028985507246375,-14.219999999999999,-0.2060869565217391,3.5,3.953043478260869,0.45304347826086955,0.5469536231884057,5.529465217391305,1.9557971014492752,0.45304347826086955,0.45304347826086955,0.4591304347826087,0.11439995375837876,-0.4303108658881615,0.018136952844683252,-1.7118868308796378,-0.4303108658881615,exploratory
projection_minus_line_bucket,0-0.25,ev_bucket,5-10,54,22,32,0,0.4074074074074074,-8.66,-0.16037037037037039,3.2777777777777777,3.412037037037037,0.13425925925925922,0.5165842592592592,7.371719444444444,2.0901851851851854,0.13425925925925922,0.13425925925925922,0.13425925925925922,0.1395247406264842,-0.4338388619982794,0.11309812125753865,-1.1784767318056848,-0.4338388619982794,exploratory
line_bucket,3.5,projection_minus_line_bucket,0.5-1,30,15,15,0,0.5,-3.3299999999999996,-0.11099999999999999,3.5,4.209333333333333,0.7093333333333333,0.5982249999999999,5.495195000000001,1.7716666666666667,0.7093333333333333,0.7093333333333333,0.7093333333333333,0.16641545435528474,-0.4371742905363581,0.21517429053635811,-0.6079720388307344,-0.4371742905363581,exploratory
side,under,projection_minus_line_bucket,0-0.25,67,27,40,0,0.40298507462686567,-13.899999999999999,-0.20746268656716416,3.201492537313433,3.326865671641791,0.12537313432835817,0.5410597014925372,5.485757462686566,1.9558208955223884,0.12537313432835817,0.12537313432835817,0.12537313432835817,0.11909301126298809,-0.4408849886426208,0.025959615508292483,-1.6981552765526424,-0.4408849886426208,exploratory
side,over,probability_bucket,52.5-55%,31,14,17,0,0.45161290322580644,-3.2800000000000007,-0.10580645161290325,3.306451612903226,3.7277419354838717,0.42129032258064514,0.5382274193548388,5.9120080645161295,1.9680645161290322,0.42129032258064514,0.42129032258064514,0.42129032258064514,0.1800153961118944,-0.4586366279922163,0.24702372476640977,-0.5891053906478217,-0.4586366279922163,exploratory
side,over,ev_bucket,2-5,120,45,75,0,0.375,-35.11,-0.2925833333333333,3.3333333333333335,3.743083333333333,0.40975,0.53806375,3.489065000000001,1.9564166666666667,0.40975,0.40975,0.4214166666666666,0.08474806095245334,-0.45868953280014185,-0.12647713386652476,-3.2050898323343966,-0.45868953280014185,exploratory
line_bucket,2.5,verified_edge_bucket,0.5-1,58,26,32,0,0.4482758620689655,-13.870000000000001,-0.23913793103448278,2.5,2.841379310344828,0.34137931034482766,0.6151767241379309,5.58082672413793,1.7513793103448276,0.34137931034482766,0.34137931034482766,0.6682758620689654,0.11379056670988684,-0.462167441785861,-0.01610842028310458,-1.821220223764352,-0.462167441785861,exploratory
line_bucket,2.5,probability_bucket,65-70%,31,16,15,0,0.5161290322580645,-5.509999999999999,-0.17774193548387093,2.5,2.4112903225806446,-0.08870967741935486,0.6748822580645163,7.182609677419358,1.588709677419355,-0.08870967741935486,-0.08870967741935486,0.5416129032258065,0.14546825369768357,-0.46285971273133075,0.10737584176358886,-0.9896252141675295,-0.46285971273133075,exploratory
line_bucket,1.5,verified_edge_bucket,0-0.5,49,21,28,0,0.42857142857142855,-9.53,-0.19448979591836735,1.5,1.5489795918367346,0.048979591836734684,0.5678530612244898,6.181603061224491,1.9197959183673472,0.048979591836734684,0.048979591836734684,0.2171428571428571,0.13733340595003668,-0.46366327158043924,0.07468367974370455,-1.3614285714285714,-0.46366327158043924,exploratory
line_bucket,4.5,ev_bucket,2-5,52,22,30,0,0.4230769230769231,-11.350000000000001,-0.2182692307692308,4.5,4.563076923076922,0.06307692307692311,0.5488442307692308,3.4219442307692294,1.9092307692307695,0.06307692307692311,0.06307692307692311,0.3276923076923076,0.1291306122464528,-0.4713652307722783,0.034826769233816696,-1.5739618067890877,-0.4713652307722783,exploratory
projection_minus_line_bucket,0-0.25,verified_edge_bucket,0-0.5,122,41,81,0,0.3360655737704918,-38.32,-0.3140983606557377,3.360655737704918,3.4941803278688526,0.1335245901639344,0.5131655737704918,5.221179918032788,2.0624590163934426,0.1335245901639344,0.1335245901639344,0.1335245901639344,0.08800770634329487,-0.4865934650885957,-0.14160325622287975,-3.4693297883493104,-0.4865934650885957,exploratory
side,under,probability_bucket,50-52.5%,40,16,24,0,0.4,-6.739999999999999,-0.16849999999999998,3.175,3.4355,0.2605,0.51192,5.693837500000003,2.0650000000000004,0.2605,0.2605,0.2605,0.16311689610482352,-0.48820911636545405,0.1512091163654541,-1.0656875714767438,-0.48820911636545405,exploratory
projection_minus_line_bucket,-0.25-0,verified_edge_bucket,0-0.5,96,35,61,0,0.3645833333333333,-29.99,-0.3123958333333333,3.4895833333333335,3.3664583333333336,-0.12312499999999997,0.5623161458333333,5.209387499999999,1.903229166666667,-0.12312499999999997,-0.12312499999999997,0.12312499999999997,0.09408315013948104,-0.49679880760671613,-0.12799285905995048,-3.0608415577528127,-0.49679880760671613,exploratory
side,under,projection_minus_line_bucket,-0.25-0,79,30,49,0,0.379746835443038,-24.75,-0.31329113924050633,3.5632911392405062,3.4255696202531647,-0.1377215189873417,0.5906892405063291,5.413548101265822,1.7902531645569622,-0.1377215189873417,-0.1377215189873417,0.1377215189873417,0.09964375387565728,-0.5085928968367945,-0.11798938164421807,-2.7845925547919093,-0.5085928968367945,exploratory
line_bucket,2.5,projection_minus_line_bucket,0.5-1,42,18,24,0,0.42857142857142855,-9.86,-0.23476190476190475,2.5,3.197142857142857,0.6971428571428572,0.5792190476190476,4.922299999999999,1.8421428571428575,0.6971428571428572,0.6971428571428572,0.6971428571428572,0.1401091486314334,-0.5093758360795142,0.03985202655570472,-1.5214310306262262,-0.5093758360795142,exploratory
probability_bucket,45-50%,verified_edge_bucket,0-0.5,91,29,62,0,0.31868131868131866,-27.91,-0.3067032967032967,3.598901098901099,3.8232967032967027,0.2243956043956044,0.4787791208791209,4.649960989010991,2.1878021978021978,0.2243956043956044,0.2243956043956044,0.2272527472527473,0.1069456122481059,-0.5163166967095842,-0.09708989669700915,-2.925762979290874,-0.5163166967095842,exploratory
probability_bucket,45-50%,ev_bucket,2-5,65,22,43,0,0.3384615384615385,-17.47,-0.26876923076923076,3.6076923076923078,3.8847692307692303,0.27707692307692317,0.47828615384615386,3.3919853846153867,2.163846153846154,0.27707692307692317,0.27707692307692317,0.2810769230769231,0.1278993571607386,-0.5194519708042784,-0.018086490734183114,-2.1668868132734715,-0.5194519708042784,exploratory
side,under,line_bucket,5.5,42,17,25,0,0.40476190476190477,-10.370000000000001,-0.24690476190476193,5.5,5.326666666666666,-0.1733333333333334,0.5639892857142857,5.4190297619047625,1.8866666666666665,-0.1733333333333334,-0.1733333333333334,0.33095238095238094,0.1440623042782703,-0.5292668782901717,0.035457354480647824,-1.6001257391068933,-0.5292668782901717,exploratory
side,under,line_bucket,1.5,45,18,27,0,0.4,-11.83,-0.2628888888888889,1.5,1.6340000000000001,0.13399999999999998,0.5752855555555556,6.114723333333334,1.8897777777777782,0.13399999999999998,0.13399999999999998,0.30955555555555553,0.13933993830300442,-0.5359951679627776,0.010217390184999786,-1.7635122782548343,-0.5359951679627776,exploratory
probability_bucket,60-62.5%,ev_bucket,5-10,32,14,18,0,0.4375,-7.529999999999999,-0.23531249999999998,3.71875,3.6646875000000003,-0.054062500000000034,0.612234375,7.2815703124999995,1.7525,-0.054062500000000034,-0.054062500000000034,0.41281249999999997,0.15576294047042102,-0.5406078633220253,0.06998286332202525,-1.3311285155836756,-0.5406078633220253,exploratory
side,under,probability_bucket,55-57.5%,34,14,20,0,0.4117647058823529,-7.8500000000000005,-0.23088235294117648,3.911764705882353,3.841764705882353,-0.06999999999999995,0.5642676470588235,5.429526470588234,1.8688235294117648,-0.06999999999999995,-0.06999999999999995,0.12294117647058818,0.1601282728055976,-0.5447337676401478,0.08296906175779484,-1.3462638933686946,-0.5447337676401478,exploratory
projection_minus_line_bucket,0.5-1,ev_bucket,5-10,67,25,42,0,0.373134328358209,-24.1,-0.3597014925373134,2.798507462686567,3.5283582089552246,0.7298507462686565,0.599144776119403,7.258823134328358,1.8147761194029854,0.7298507462686565,0.7298507462686565,0.7298507462686565,0.10267520026912759,-0.5609448850648036,-0.15845810000982335,-2.944283608986956,-0.5609448850648036,exploratory
projection_minus_line_bucket,-0.25-0,ev_bucket,5-10,49,18,31,0,0.3673469387755102,-14.9,-0.3040816326530612,3.336734693877551,3.2100000000000004,-0.12673469387755099,0.5741142857142858,6.929747959183672,1.8895918367346936,-0.12673469387755099,-0.12673469387755099,0.12673469387755099,0.1331377982789137,-0.5650317172797321,-0.043131548026390354,-2.1285714285714286,-0.5650317172797321,exploratory
probability_bucket,57.5-60%,ev_bucket,2-5,34,14,20,0,0.4117647058823529,-9.29,-0.273235294117647,3.735294117647059,3.8805882352941174,0.14529411764705877,0.5854720588235294,3.32427794117647,1.7650000000000001,0.14529411764705877,0.14529411764705877,0.33176470588235285,0.15123244176350908,-0.5696508799741249,0.023180291738830794,-1.5932218559739069,-0.5696508799741249,exploratory
probability_bucket,55-57.5%,verified_edge_bucket,0-0.5,39,15,24,0,0.38461538461538464,-11.0,-0.28205128205128205,3.7051282051282053,3.7025641025641036,-0.0025641025641025264,0.5633423076923076,5.422528205128204,1.8717948717948718,-0.0025641025641025264,-0.0025641025641025264,0.16564102564102556,0.1474058996649375,-0.5709668453945596,0.0068642812919954554,-1.7614096918559585,-0.5709668453945596,exploratory
line_bucket,2.5,projection_minus_line_bucket,0-0.25,46,16,30,0,0.34782608695652173,-13.12,-0.2852173913043478,2.5,2.639347826086957,0.1393478260869565,0.5254826086956521,5.403109782608694,2.0199999999999996,0.1393478260869565,0.1393478260869565,0.1393478260869565,0.14672882053600586,-0.5728058795549194,0.002371096946223672,-1.9344384647522503,-0.5728058795549194,exploratory
projection_minus_line_bucket,-0.25-0,ev_bucket,2-5,47,17,30,0,0.3617021276595745,-15.09,-0.321063829787234,3.648936170212766,3.529574468085106,-0.11936170212765951,0.5500159574468085,3.4158202127659565,1.9174468085106382,-0.11936170212765951,-0.11936170212765951,0.11936170212765951,0.13435914772533905,-0.5844077593288985,-0.0577199002455695,-2.201102721703229,-0.5844077593288985,exploratory
side,under,probability_bucket,57.5-60%,39,15,24,0,0.38461538461538464,-12.209999999999999,-0.31307692307692303,4.012820512820513,3.8525641025641026,-0.1602564102564103,0.5859538461538463,4.993576923076923,1.7920512820512822,-0.1602564102564103,-0.1602564102564103,0.18846153846153846,0.14099327318404825,-0.5894237385176576,-0.03673010763618845,-1.9551647579601137,-0.5894237385176576,exploratory
probability_bucket,57.5-60%,verified_edge_bucket,0-0.5,39,15,24,0,0.38461538461538464,-12.209999999999999,-0.31307692307692303,4.012820512820513,3.8525641025641026,-0.1602564102564103,0.5859538461538463,4.993576923076923,1.7920512820512822,-0.1602564102564103,-0.1602564102564103,0.18846153846153846,0.14099327318404825,-0.5894237385176576,-0.03673010763618845,-1.9551647579601137,-0.5894237385176576,exploratory
projection_minus_line_bucket,0-0.25,probability_bucket,50-52.5%,31,11,20,0,0.3548387096774194,-8.059999999999999,-0.25999999999999995,3.8225806451612905,4.013225806451612,0.19064516129032258,0.5110193548387096,5.485506451612907,2.064516129032258,0.19064516129032258,0.19064516129032258,0.19064516129032258,0.18223227527125274,-0.6171752595316553,0.0971752595316554,-1.4476187343358053,-0.6171752595316553,exploratory
probability_bucket,45-50%,ev_bucket,5-10,38,12,26,0,0.3157894736842105,-11.379999999999999,-0.2994736842105263,3.1578947368421053,3.4228947368421045,0.26499999999999985,0.47816973684210534,6.954626315789476,2.2384210526315784,0.26499999999999985,0.26499999999999985,0.26499999999999985,0.16959912041511038,-0.6318879602241426,0.03294059180309006,-1.8460797724680773,-0.6318879602241426,exploratory
projection_minus_line_bucket,0-0.25,ev_bucket,2-5,68,19,49,0,0.27941176470588236,-29.66,-0.4361764705882353,3.426470588235294,3.559411764705882,0.13294117647058817,0.5104507352941177,3.513398529411765,2.0404411764705883,0.13294117647058817,0.13294117647058817,0.13294117647058817,0.11119552052370418,-0.6541196908146955,-0.21823325036177507,-3.596803319288818,-0.6541196908146955,exploratory
line_bucket,2.5,projection_minus_line_bucket,-0.25-0,31,11,20,0,0.3548387096774194,-10.710000000000004,-0.3454838709677421,2.5,2.3825806451612896,-0.11741935483870962,0.5718225806451613,5.209972580645161,1.881290322580645,-0.11741935483870962,-0.11741935483870962,0.11741935483870962,0.16375489073197266,-0.6664434568024085,-0.02452428513307564,-1.9235727847067599,-0.6664434568024085,exploratory
side,over,line_bucket,4.5,44,13,31,0,0.29545454545454547,-18.36,-0.41727272727272724,4.5,4.9561363636363645,0.4561363636363636,0.5428897727272728,5.516897727272726,1.9663636363636363,0.4561363636363636,0.4561363636363636,0.47022727272727266,0.13820556572395562,-0.6881556360916803,-0.14638981845377425,-2.7678741432238696,-0.6881556360916803,exploratory
side,over,projection_minus_line_bucket,0-0.25,55,14,41,0,0.2545454545454545,-24.42,-0.444,3.5545454545454547,3.6980000000000004,0.14345454545454545,0.4791854545454545,4.898876363636364,2.1923636363636367,0.14345454545454545,0.14345454545454545,0.14345454545454545,0.12965782473553814,-0.6981293364816548,-0.18987066351834525,-3.2927921282704746,-0.6981293364816548,exploratory
line_bucket,5.5,verified_edge_bucket,0-0.5,41,12,29,0,0.2926829268292683,-17.619999999999997,-0.42975609756097555,5.5,5.500243902439025,0.0002439024390243214,0.5331280487804878,4.923101219512198,1.9800000000000002,0.0002439024390243214,0.0002439024390243214,0.2192682926829268,0.14059867110918245,-0.7053294929349732,-0.15418270218697794,-2.7517816844772383,-0.7053294929349732,exploratory
side,over,probability_bucket,45-50%,53,12,41,0,0.22641509433962265,-26.86,-0.5067924528301887,3.5,3.642830188679245,0.1428301886792453,0.4784867924528302,4.835400000000003,2.1932075471698114,0.1428301886792453,0.1428301886792453,0.14773584905660375,0.12651742928079868,-0.7547666142205541,-0.25881829143982327,-3.689504747661787,-0.7547666142205541,exploratory
projection_minus_line_bucket,0-0.25,probability_bucket,45-50%,46,10,36,0,0.21739130434782608,-24.32,-0.528695652173913,3.5217391304347827,3.661521739130435,0.13978260869565218,0.47875108695652174,4.916310869565218,2.193478260869565,0.13978260869565218,0.13978260869565218,0.13978260869565218,0.13340817055410967,-0.790175666459968,-0.26721563788785807,-3.585788373687098,-0.790175666459968,exploratory
