team,position,count,probability,moneyline
NYG,LB,1318,0.2636,+279
NYG,OT,913,0.1826,+448
NYG,S,682,0.1364,+633
NYG,RB,641,0.1282,+680
NYG,EDGE,98,0.0196,+5002
NYG,CB,22,0.0044,+22627
NYJ,EDGE,3554,0.7108,-246
NYJ,LB,2795,0.559,-127
NYJ,WR,1920,0.384,+160
NYJ,IOL,506,0.1012,+888
NYJ,CB,373,0.0746,+1240
NYJ,OT,355,0.071,+1308
NYJ,S,165,0.033,+2930
NYJ,RB,146,0.0292,+3325
NYJ,QB,98,0.0196,+5002
NYJ,TE,87,0.0174,+5647
NYJ,DT,1,0.0002,+499900
PHI,OT,2339,0.4678,+114
PHI,WR,1476,0.2952,+239
PHI,EDGE,750,0.15,+567
PHI,S,287,0.0574,+1642
PHI,TE,38,0.0076,+13058
PHI,CB,37,0.0074,+13414
PHI,DT,36,0.0072,+13789
PHI,RB,28,0.0056,+17757
PHI,LB,6,0.0012,+83233
PHI,IOL,3,0.0006,+166567
PIT,OT,3194,0.6388,-177
PIT,WR,890,0.178,+462
PIT,CB,400,0.08,+1150
PIT,RB,221,0.0442,+2162
PIT,EDGE,88,0.0176,+5582
PIT,S,57,0.0114,+8672
PIT,IOL,56,0.0112,+8829
PIT,QB,55,0.011,+8991
PIT,DT,31,0.0062,+16029
PIT,LB,5,0.001,+99900
PIT,TE,3,0.0006,+166567
SEA,CB,2313,0.4626,+116
SEA,EDGE,1934,0.3868,+159
SEA,IOL,341,0.0682,+1366
SEA,LB,107,0.0214,+4573
SEA,OT,100,0.02,+4900
SEA,DT,69,0.0138,+7146
SEA,RB,38,0.0076,+13058
SEA,WR,38,0.0076,+13058
SEA,QB,36,0.0072,+13789
SEA,TE,15,0.003,+33233
SEA,S,9,0.0018,+55456
SF,OT,1757,0.3514,+185
SF,WR,1363,0.2726,+267
SF,EDGE,1163,0.2326,+330
SF,CB,278,0.0556,+1699
SF,IOL,178,0.0356,+2709
SF,S,113,0.0226,+4325
SF,DT,79,0.0158,+6229
SF,LB,29,0.0058,+17141
SF,RB,23,0.0046,+21639
SF,TE,14,0.0028,+35614
SF,QB,3,0.0006,+166567
TB,EDGE,2651,0.5302,-113
TB,TE,1230,0.246,+307
TB,CB,428,0.0856,+1068
TB,IOL,342,0.0684,+1362
TB,OT,132,0.0264,+3688
TB,WR,68,0.0136,+7253
TB,S,63,0.0126,+7837
TB,RB,51,0.0102,+9704
TB,LB,35,0.007,+14186
TEN,RB,1795,0.359,+179
TEN,EDGE,1507,0.3014,+232
TEN,LB,904,0.1808,+453
TEN,WR,690,0.138,+625
TEN,OT,86,0.0172,+5714
TEN,S,13,0.0026,+38362
TEN,CB,5,0.001,+99900
WAS,EDGE,2010,0.402,+149
WAS,WR,1058,0.2116,+373
WAS,LB,817,0.1634,+512
WAS,S,483,0.0966,+935
WAS,RB,359,0.0718,+1293
WAS,OT,155,0.031,+3126
WAS,CB,112,0.0224,+4364
WAS,IOL,3,0.0006,+166567
WAS,TE,3,0.0006,+166567
