projection_error_sigma,total_sigma,decimal_odds,breakeven_prob,projection_minus_line,p_over,edge_prob,ev_per_1_unit,ev_percent
0,68.488252,1.83,0.5464480874316939,26,0.6478888983589953,0.1014408109273014,0.18563668399696154,18.563668399696155
0,68.488252,1.83,0.5464480874316939,27,0.6532937146058462,0.10684562717415225,0.1955274977286986,19.55274977286986
0,68.488252,1.83,0.5464480874316939,28,0.6586675098730354,0.11221942244134142,0.20536154306765475,20.536154306765475
0,68.488252,1.83,0.5464480874316939,29,0.6640093232806821,0.11756123584898814,0.2151370616036482,21.51370616036482
0,68.488252,1.83,0.5464480874316939,30,0.6693182132617195,0.12287012583002554,0.2248523302689467,22.48523302689467
0,68.488252,1.83,0.5464480874316939,31,0.6745932580452039,0.12814517061350994,0.23450566222272318,23.450566222272318
0,68.488252,1.83,0.5464480874316939,32,0.6798335561198192,0.13338546868812529,0.24409540769926918,24.40954076992692
0,68.488252,1.83,0.5464480874316939,33,0.6850382266772079,0.138590139245514,0.25361995481929056,25.361995481929057
0,68.488252,1.83,0.5464480874316939,34,0.6902064100347889,0.14375832260309496,0.26307773036366366,26.307773036366367
0,68.488252,1.83,0.5464480874316939,35,0.6953372680377502,0.14888918060605627,0.2724672005090829,27.24672005090829
0,68.488252,1.83,0.5464480874316939,36,0.7004299844399333,0.1539818970082394,0.281786871525078,28.1786871525078
0,68.488252,1.83,0.5464480874316939,37,0.7054837652633545,0.15903567783166062,0.2910352904319389,29.103529043193888
0,68.488252,1.83,0.5464480874316939,38,0.7104978391361388,0.1640497517044449,0.30021104561913414,30.021104561913415
0,68.488252,1.83,0.5464480874316939,39,0.71547145760867,0.1690233701769761,0.30931276742386626,30.931276742386626
0,68.488252,1.83,0.5464480874316939,40,0.72040389544779,0.17395580801609611,0.3183391286694558,31.833912866945578
0,68.488252,1.87,0.53475935828877,0,0.5,-0.03475935828876997,-0.06499999999999995,-6.499999999999995
0,68.488252,1.87,0.53475935828877,1,0.5058247669357622,-0.0289345913530078,-0.05410768583012471,-5.410768583012471
0,68.488252,1.87,0.53475935828877,2,0.5116482922409993,-0.02311106604777069,-0.0432176935093313,-4.32176935093313
0,68.488252,1.87,0.53475935828877,3,0.5174693350791425,-0.01729002320962747,-0.03233234340200347,-3.2332343402003474
0,68.488252,1.87,0.53475935828877,4,0.5232866562006897,-0.011472702088080267,-0.021453952904710194,-2.1453952904710194
0,68.488252,1.87,0.53475935828877,5,0.5290990187346243,-0.005660339554145688,-0.01058483496625251,-1.058483496625251
0,68.488252,1.87,0.53475935828877,6,0.5349051889773018,0.0001458306885318006,0.00027270338755436274,0.027270338755436274
0,68.488252,1.87,0.53475935828877,7,0.5407039371779638,0.005944578889193863,0.011116362522792411,1.1116362522792411
0,68.488252,1.87,0.53475935828877,8,0.5464940383200472,0.0117346800312772,0.021943851658488278,2.1943851658488276
0,68.488252,1.87,0.53475935828877,9,0.5522742728974601,0.017514914608690146,0.03275289031825046,3.275289031825046
0,68.488252,1.87,0.53475935828877,10,0.5580434276850068,0.02328406939623684,0.04354120977096282,4.354120977096282
0,68.488252,1.87,0.53475935828877,11,0.5638002965021484,0.029040938213378387,0.0543065544590175,5.43065544590175
0,68.488252,1.87,0.53475935828877,12,0.5695436809692986,0.03478432268052867,0.06504668341258851,6.504668341258851
0,68.488252,1.87,0.53475935828877,13,0.5752723912558668,0.04051303296709685,0.07575937164847102,7.575937164847102
0,68.488252,1.87,0.53475935828877,14,0.5809852468192658,0.04622588853049581,0.08644241155202703,8.644241155202703
0,68.488252,1.87,0.53475935828877,15,0.5866810771341253,0.05192171884535535,0.09709361424081442,9.709361424081441
0,68.488252,1.87,0.53475935828877,16,0.5923587224109577,0.05759936412218769,0.10771081090849088,10.771081090849089
0,68.488252,1.87,0.53475935828877,17,0.5980170343035403,0.06325767601477028,0.11829185414762033,11.829185414762033
0,68.488252,1.87,0.53475935828877,18,0.603654876604302,0.06889551831553198,0.1288346192500447,12.883461925004468
0,68.488252,1.87,0.53475935828877,19,0.6092711259270067,0.07451176763823675,0.13933700548350259,13.93370054835026
0,68.488252,1.87,0.53475935828877,20,0.614864672376058,0.08010531408728805,0.14979693734322852,14.979693734322852
0,68.488252,1.87,0.53475935828877,21,0.6204344202017582,0.08567506191298824,0.16021236577728792,16.021236577728793
0,68.488252,1.87,0.53475935828877,22,0.6259792884408845,0.09121993015211449,0.17058126938445406,17.058126938445405
0,68.488252,1.87,0.53475935828877,23,0.6314982115419572,0.09673885325318721,0.18090165558345994,18.090165558345994
0,68.488252,1.87,0.53475935828877,24,0.6369901399746066,0.10223078168583666,0.19117156175251449,19.11715617525145
0,68.488252,1.87,0.53475935828877,25,0.6424540408224595,0.10769468253368952,0.2013890563379993,20.13890563379993
0,68.488252,1.87,0.53475935828877,26,0.6478888983589953,0.11312954007022535,0.21155223993132133,21.155223993132132
0,68.488252,1.87,0.53475935828877,27,0.6532937146058462,0.1185343563170762,0.22165924631293243,22.165924631293244
0,68.488252,1.87,0.53475935828877,28,0.6586675098730354,0.12390815158426538,0.23170824346257612,23.17082434625761
0,68.488252,1.87,0.53475935828877,29,0.6640093232806821,0.1292499649919121,0.24169743453487558,24.16974345348756
0,68.488252,1.87,0.53475935828877,30,0.6693182132617195,0.1345588549729495,0.25162505879941544,25.162505879941545
0,68.488252,1.87,0.53475935828877,31,0.6745932580452039,0.1398338997564339,0.2614893925445313,26.14893925445313
0,68.488252,1.87,0.53475935828877,32,0.6798335561198192,0.14507419783104925,0.27128874994406205,27.128874994406203
0,68.488252,1.87,0.53475935828877,33,0.6850382266772079,0.15027886838843796,0.28102148388637893,28.102148388637893
0,68.488252,1.87,0.53475935828877,34,0.6902064100347889,0.15544705174601892,0.2906859867650553,29.06859867650553
0,68.488252,1.87,0.53475935828877,35,0.6953372680377502,0.16057790974898023,0.300280691230593,30.028069123059296
0,68.488252,1.87,0.53475935828877,36,0.7004299844399333,0.16567062615116335,0.30980407090267537,30.980407090267537
0,68.488252,1.87,0.53475935828877,37,0.7054837652633545,0.17072440697458457,0.31925464104247303,31.925464104247304
0,68.488252,1.87,0.53475935828877,38,0.7104978391361388,0.17573848084736887,0.32863095918457974,32.86309591845797
0,68.488252,1.87,0.53475935828877,39,0.71547145760867,0.18071209931990007,0.337931625728213,33.7931625728213
0,68.488252,1.87,0.53475935828877,40,0.72040389544779,0.18564453715902007,0.34715528448736743,34.71552844873674
0,68.488252,1.9,0.5263157894736842,0,0.5,-0.02631578947368418,-0.050000000000000044,-5.000000000000004
0,68.488252,1.9,0.5263157894736842,1,0.5058247669357622,-0.02049102253792201,-0.0389329428220519,-3.89329428220519
0,68.488252,1.9,0.5263157894736842,2,0.5116482922409993,-0.0146674972326849,-0.027868244742101422,-2.7868244742101425
0,68.488252,1.9,0.5263157894736842,3,0.5174693350791425,-0.00884645439454168,-0.016808263349629315,-1.6808263349629315
0,68.488252,1.9,0.5263157894736842,4,0.5232866562006897,-0.0030291332729944775,-0.005755353218689585,-0.5755353218689585
0,68.488252,1.9,0.5263157894736842,5,0.5290990187346243,0.002783229260940101,0.005288135595786114,0.5288135595786114
0,68.488252,1.9,0.5263157894736842,6,0.5349051889773018,0.00858939950361759,0.01631985905687333,1.6319859056873331
0,68.488252,1.9,0.5263157894736842,7,0.5407039371779638,0.014388147704279652,0.02733748063813124,2.733748063813124
0,68.488252,1.9,0.5263157894736842,8,0.5464940383200472,0.02017824884636299,0.03833867280808956,3.833867280808956
0,68.488252,1.9,0.5263157894736842,9,0.5522742728974601,0.025958483423775935,0.04932111850517418,4.932111850517417
0,68.488252,1.9,0.5263157894736842,10,0.5580434276850068,0.03172763821132263,0.06028251260151285,6.0282512601512845
0,68.488252,1.9,0.5263157894736842,11,0.5638002965021484,0.037484507028464176,0.07122056335408178,7.122056335408178
